Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text
lightCeilingBulbSocket_2x2Black_player,blocks,Block,,,Ceiling Light Bulb Socket (2x2)(Black),
fluorescentLightBayIntact_player,blocks,Block,,,Fluorescent Light Bay,
lightPanelLEDWhite_player,blocks,Block,,,LED Light Panel (White),
lightPanelLEDSilver_player,blocks,Block,,,LED Light Panel (Silver),
lightPanelLEDGrey_player,blocks,Block,,,LED Light Panel (Grey),
lightPanelLEDBlack_player,blocks,Block,,,LED Light Panel (Black),
lightPanelLEDBlockVariantHelper,blocks,Block,,,LED Light Panel,
lightIndustrialRed_player,blocks,Block,,,Industrial Light (Red),
lightIndustrialMountedWall_player,blocks,Block,,,Industrial Light (Wall Mounted),
lightIndustrialMountedWallRed_player,blocks,Block,,,Industrial Light (Wall Mounted)(Red),
lightIndustrialHangingWhite_player,blocks,Block,,,Hanging Industrial Light (White),
lightIndustrialHangingBrown_player,blocks,Block,,,Hanging Industrial Light (Brown),
lightIndustrialHangingGrey_player,blocks,Block,,,Hanging Industrial Light (Grey),
lightIndustrialHangingBlack_player,blocks,Block,,,Hanging Industrial Light (Black),
lightIndustrialHangingBlockVariantHelper,blocks,Block,,,Hanging Industrial Light,
lightSconce_player,blocks,Block,,,Sconce Light,
lanternOld_01_player,blocks,Block,,,Old Lantern 01,
lanternOld_02_player,blocks,Block,,,Old Lantern 02,
lanternOld_03_player,blocks,Block,,,Old Lantern 03,
lanternOld_04_player,blocks,Block,,,Old Lantern 04,
lanternOldBlockVariantHelper,blocks,Block,,,Old Lantern,

workLight_player,blocks,Block,,,Work Light,
streetLightClassic_player,blocks,Block,,,Street Light Classic,
cntVendingMachineSellable,blocks,Block,,,Player Vending Machine (Sellable),
cntVendingMachineSellableDesc,blocks,Block,,,A player vending machine that you can sell items to.\n\n[669966]Crafted at Workbench[-],
boxChristmas1,blocks,Block,,,Present,
boxChristmas2,blocks,Block,,,Present,
boxChristmas3,blocks,Block,,,Present,
boxChristmas4,blocks,Block,,,Present,
boxChristmas5,blocks,Block,,,Present,
boxChristmas6,blocks,Block,,,Present,
boxChristmasVariantHelper,blocks,Block,,,Presents,
christmasSnowman,blocks,Block,,,Snowman,
decorationChristmasBall,blocks,Block,,,Holiday Ball Decoration,
decorationChristmasBell,blocks,Block,,,Holiday Bell Decoration,
decorationChristmasGarland,blocks,Block,,,Holiday Garland Decoration,
decorationChristmasSnowman,blocks,Block,,,Holiday Snowman Decoration,
decorationChristmasWreath,blocks,Block,,,Holiday Wreath Decoration,
decorationChristmasVariantHelper,blocks,Block,,,Holiday Decorations,
fenceCandyCaneCentre,blocks,Block,,,Candy Cane Fence (Center),
fenceCandyCane,blocks,Block,,,Candy Cane Fence,
fenceCandyCaneCorner,blocks,Block,,,Candy Cane Fence (Corner),
fenceCandyCaneVariantHelper,blocks,Block,,,Candy Cane Fence,
stockingChristmas,blocks,Block,,,Holiday Stocking,
treeChristmas1Small,blocks,Block,,,Small Christmas Tree,
treeChristmas2Medium,blocks,Block,,,Christmas Tree,
treeChristmas3Large,blocks,Block,,,Large Christmas Tree,
ChristmasDecoDesc,blocks,Block,,,A decorative christmas item that can be placed in the world.,
workingElevator,blocks,Block,,,Working Elevator,
workingElevatorDesc,blocks,Block,,,"Somehow, you've managed to craft a working elevator to help you escape zombies or even make navigating your safe haven just that much easier!\nSize= 3W X 3L X 8H\n\n[669966]Crafted at Builders Workstation[-]",
drawBridgeGroupDesc1,blocks,Door,,,It's old-fashioned but with everything that's happening you might just need a little old-fashioned.\nSize= 5W X 7L X 6H\n\n[669966]Crafted at Workbench[-],
drawBridgePoweredGroupDesc1,blocks,Door,,,It's old-fashioned but with everything that's happening you might just need a little old-fashioned.  Connect to a power source to activate this drawbridge.\nSize= 5W X 7L X 6H\n\n[669966]Crafted at Workbench[-],
doorGlassPanelsLeft,blocks,Block,,,Glass Panel Door (Left),
doorGlassPanelsRight,blocks,Block,,,Glass Panel Door (Right),
doorBeige,blocks,Block,,,Beige Door,
doorBeigeStriped,blocks,Block,,,Striped Beige Door,
doorBlack,blocks,Block,,,Black Door,
doorBlackBrick,blocks,Block,,,Brick Black Door,
doorBrown2Panel,blocks,Block,,,Brown 2 Panel Door,
doorBrown,blocks,Block,,,Brown Door,
doorGrey,blocks,Block,,,Grey Door,
doorGreyStriped,blocks,Block,,,Striped Grey Door,
doorRed2Panel,blocks,Block,,,Red 2 Panel Door,
doorVariantHelper,blocks,Block,,,Decorative Doors,
doorVariantHelperDesc,blocks,Variant,,,"Put the crafted block on your hotbar, hold the Reload action and select the Shape entry from the radial menu. Click or Shift-Click to select a variant to build with.\n\n[669966]Crafted at Builders Workstation[-]",
doorRustic1,blocks,Block,,,Rustic Door,
doorRustic2,blocks,Block,,,Rustic Door,
doorRustic3,blocks,Block,,,Rustic Door,
doorRustic4Double,blocks,Block,,,Rustic Door (Double),
doorRustic5,blocks,Block,,,Rustic Door,
doorRustic6Double,blocks,Block,,,Rustic Door (Double),
doorRusticVariantHelper,blocks,Block,,,Rustic Doors,
doorSlidingGlassSingle,blocks,Block,,,Glass Sliding Door (Commercial),
doorSlidingGlassSingleRev,blocks,Block,,,Glass Sliding Door Reversed (Commercial),
doorSlidingGlassDouble,blocks,Block,,,Glass Sliding Door (Commercial Double),
doorGlassDouble,blocks,Block,,,Glass Door (Double),
doorGlassDouble4Panel,blocks,Block,,,Glass Door 4 Panel (Double),
doorGlassSlide,blocks,Block,,,Glass Sliding Door,
doorGlassVariantHelper,blocks,Block,,,Glass Doors,
doorGlassVariantHelperDesc,blocks,Block,,,"Choose between 3 glass doors, 2 double doors and 1 sliding glass door.",
doorRollup3,blocks,Block,,,Rollup Door (Medium),
doorRollup3Desc,blocks,Block,,,A rollup door.  Size= 3(W) x 4 (H)\n\n[669966]Crafted at Builders Workstation[-],
doorRollup5,blocks,Block,,,Rollup Door (Large),
doorRollup5Desc,blocks,Block,,,A rollup door.  Size= 5(W) X 4 (H)\n\n[669966]Crafted at Builders Workstation[-],
doorBarRollup3,blocks,Block,,,Bar Rollup Door (Medium),
doorBarRollup3Desc,blocks,Block,,,A rollup door that can be shot through when closed.  Size= 3(W) X 4(H)\n\n[669966]Crafted at Builders Workstation[-],
doorBarRollup5,blocks,Block,,,Bar Rollup Door (Large),
doorBarRollup5Desc,blocks,Block,,,A rollup door that can be shot through when closed.  Size= 5(W) X 4(H)\n\n[669966]Crafted at Builders Workstation[-],
doorSciFi,blocks,Block,,,Sci-Fi Door,
doorSciFiDesc,blocks,Block,,,A sliding sci-fi looking door.  Strong as steel.\n\n[669966]Crafted at Builders Workstation[-],
doorSciFiGate,blocks,Block,,,Sci-Fi Gate Door (3X3),
doorSciFiGate3x3,blocks,Block,,,Sci-Fi Gate Door (3X3),
doorSciFiGate3x3Desc,blocks,Block,,,A sliding sci-fi looking gate.  Strong as steel.\nSize= 3 X 3,
doorSciFiGate2x2,blocks,Block,,,Sci-Fi Gate Door (2X2),
doorSciFiGate2x2Desc,blocks,Block,,,A sliding sci-fi looking gate.  Strong as steel.\nSize= 2 X 2,
doorTungsten,blocks,Block,,,Tungsten Door,
doorTungstenDesc,blocks,Block,,,A door made of tungsten.  The strongest door in game.\n\n[669966]Crafted at Builders Workstation[-],
blueprintPileSmall,blocks,Block,,,Blueprint Pile (Small),
blueprintPileMedium,blocks,Block,,,Blueprint Pile (Medium),
blueprintPileLarge,blocks,Block,,,Blueprint Pile (Large),
chemicalPileSmall,blocks,Block,,,Chemical Pile (Small),
chemicalPileMedium,blocks,Block,,,Chemical Pile (Medium),
chemicalPileLarge,blocks,Block,,,Chemical Pile (Large),
oilPileSmall,blocks,Block,,,Oil Pile (Small),
oilPileMedium,blocks,Block,,,Oil Pile (Medium),
oilPileLarge,blocks,Block,,,Oil Pile (Large),
paintPileSmall,blocks,Block,,,Paint Pile (Small),
paintPileMedium,blocks,Block,,,Paint Pile (Medium),
paintPileLarge,blocks,Block,,,Paint Pile (Large),
foodWastePileSmall,blocks,Block,,,Food Waste Pile (Small),
foodWasteMedium,blocks,Block,,,Food Waste Pile (Medium),
foodWasteLarge,blocks,Block,,,Food Waste Pile (Large),
foodWastePile,blocks,Block,,,Food Waste Pile,
wotwCoolerClosed,blocks,Block,,,Cooler,
wotwCoolerClosedDesc,blocks,Block,,,A cool place to store your food.  Helps preserve your food from spoilage.,
cntFridgeStainlessSteel_Player,blocks,Block,,,Refrigerator,
cntFridgeStainlessSteel_PlayerDesc,blocks,Block,,,A cool place to keep your food.  Has preserve bonus to prevent food spoilage.\n\n[669966]Crafted at Fabrication Workstation[-],
terrOreSilver,blocks,Block,,,Silver Ore,
terrOreGold,blocks,Block,,,Gold Ore,
terrOreDiamond,blocks,Block,,,Diamond Ore,
secureDoorWoodenPlayer,blocks,Door,,,Secure Wood Door,
secureDoorWoodenPlayerDesc,blocks,Door,,,Press & hold [action:local:Activate][action:permanent:Activate] to lock it or set a combination. Upgrade & repair with Wood,
secureReinforcedDoorWoodenPlayer,blocks,Door,,,Secure Reinforced Wooden Door,
metalReinforcedDoorWoodenPlayer,blocks,Door,,,Metal Reinforced Door,
ironDoor1_v1Player,blocks,Door,,,Iron Door,
ironDoor1_v1PlayerDesc,blocks,Door,,,Press & hold [action:local:Activate][action:permanent:Activate] to lock it or set a combination. Upgrade & repair with Forged Iron and a construction tool using the secondary action. Upgrade to an Vault Door using a crafted Vault Door.,
ironDoor1_v2Player,blocks,Door,,,Iron Door v2,
ironDoor1_v3Player,blocks,Door,,,Iron Door v3,
vaultDoor01Player,blocks,Door,,,Vault Door,
vaultDoor01PlayerDesc,blocks,Door,,,Press & hold [action:local:Activate][action:permanent:Activate] to lock or set a combination. Upgrade & repair with Forged Steel.\n\n[669966]Crafted at Workbench[-],
vaultDoor02Player,blocks,Door,,,Vault Door v2,
vaultDoor03Player,blocks,Door,,,Vault Door v3,
vaultDoor03_PoweredPlayer,blocks,Door,,,Vault Door 03 (Powered),
vaultDoor03_PoweredPlayerDesc,blocks,Door,,,Press & hold [action:local:Activate][action:permanent:Activate] to lock or set a combination. Upgrade & repair with Forged Steel. Connect to a power source to activate this door.,
doorWooden,blocks,Door,,,Door (Unlocked),
reinforcedDoorWooden,blocks,Door,,,Door (Unlocked),
metalReinforcedDoorWoodenUnlocked,blocks,Door,,,Door (Unlocked),
ironDoor1_v1Unlocked,blocks,Door,,,Door (Unlocked),
ironDoor1_v2Unlocked,blocks,Door,,,Door (Unlocked),
ironDoor1_v3Unlocked,blocks,Door,,,Door (Unlocked),
vaultDoor01Unlocked,blocks,Door,,,Door (Unlocked),
vaultDoor02Unlocked,blocks,Door,,,Door (Unlocked),
vaultDoor03Unlocked,blocks,Door,,,Door (Unlocked),
commercialDoor1_v1Unlocked,blocks,Door,,,Door (Unlocked),
commercialDoor1_v2Unlocked,blocks,Door,,,Door (Unlocked),
commercialDoor1_v3Unlocked,blocks,Door,,,Door (Unlocked),
commercialDoor2_v1Unlocked,blocks,Door,,,Door (Unlocked),
commercialDoor2_v2Unlocked,blocks,Door,,,Door (Unlocked),
commercialDoor2_v3Unlocked,blocks,Door,,,Door (Unlocked),
commercialDoor4_v1Unlocked,blocks,Door,,,Door (Unlocked),
commercialDoor4_v2Unlocked,blocks,Door,,,Door (Unlocked),
commercialDoor4_v3Unlocked,blocks,Door,,,Door (Unlocked),
houseFrontDoor1_v1Unlocked,blocks,Door,,,Door (Unlocked),
houseFrontDoor1_v2Unlocked,blocks,Door,,,Door (Unlocked),
houseFrontDoor1_v3Unlocked,blocks,Door,,,Door (Unlocked),
houseFrontDoor2_v1Unlocked,blocks,Door,,,Door (Unlocked),
houseFrontDoor2_v2Unlocked,blocks,Door,,,Door (Unlocked),
houseFrontDoor2_v3Unlocked,blocks,Door,,,Door (Unlocked),
woodHatch1_v1Unlocked,blocks,Door,,,Door (Unlocked),
woodHatch1_v2Unlocked,blocks,Door,,,Door (Unlocked),
woodHatch1_v3Unlocked,blocks,Door,,,Door (Unlocked),
scrapHatch_v1Unlocked,blocks,Door,,,Door (Unlocked),
scrapHatch_v2Unlocked,blocks,Door,,,Door (Unlocked),
scrapHatch_v3Unlocked,blocks,Door,,,Door (Unlocked),
vaultHatch_v1Unlocked,blocks,Door,,,Door (Unlocked),
vaultHatch_v2Unlocked,blocks,Door,,,Door (Unlocked),
vaultHatch_v3Unlocked,blocks,Door,,,Door (Unlocked),
rWoodShapes,blocks,Block,,,Reinforced Wood Shapes,
rWoodShapes:VariantHelper,blocks,Block,,,Reinforced Wood Shapes,
materialMrWood_shapes,blocks,Block,,,Reinforced Wood,
frameRebarShapes,blocks,Block,,,Rebar Frame Shapes,
frameRebarShapes:VariantHelper,blocks,Block,,,Rebar Frame Shapes,
materialMrebarMetal_shapes,blocks,Block,,,Rebar,
rebarFrameGroupDesc,blocks,Block,,,Rebar Frames can be placed and picked up before being upgraded.  They Upgrade to Reinforced Concrete.\n\n[669966]Crafted at Builders Workstation[-],
rConcreteShapes,blocks,Block,,,Reinforced Concrete Shapes,
rConcreteShapes:VariantHelper,blocks,Block,,,Reinforced Concrete Shapes,
materialMrConcrete_shapes,blocks,Block,,,Reinforced Concrete,
frameTungstenShapes,blocks,Block,,,Tungsten Frames Shapes,
frameTungstenShapes:VariantHelper,blocks,Block,,,Tungsten Frames Shapes,
materialtungstenFrames_shapes,blocks,Block,,,Tungsten Frames,
tungstenFrameGroupDesc,blocks,Block,,,Tungsten Frames can be placed and picked up before being upgraded.  They Upgrade to Tungsten Shapes.\n\n[669966]Crafted at Builders Workstation[-],
tungstenShapes,blocks,Block,,,Tungsten Shapes,
tungstenShapes:VariantHelper,blocks,Block,,,Tungsten Shapes,
materialtungsten_shapes,blocks,Block,,,Tungsten,
rTungstenShapes,blocks,Block,,,Reinforced Tungsten Shapes,
rTungstenShapes:VariantHelper,blocks,Block,,,Reinforced Tungsten Shapes,
materialrTungsten_shapes,blocks,Block,,,Reinforced Tungsten,
glassBulletproofBlockVariantHelperDesc,blocks,Variant,,,"Put the crafted block on your hotbar, hold the Reload action and select the Shape entry from the radial menu. Click or Shift-Click to select a variant to build with.\n\n[669966]Crafted at Stone Forge[-]",
trapGlassBusinessCTRSheet1x1Desc,blocks,Block,,,A false floor or trap that will disintegrate when stepped on.\n\n[669966]Crafted at Stone Forge[-],
metalTrussingIBeamBlockVariantHelperDesc,blocks,Variant,,,"Put the crafted block on your hotbar, hold the Reload action and select the Shape entry from the radial menu. Click or Shift-Click to select a variant to build with.\n\n[669966]Crafted at Forge or Tungsten Forge[-]",
wotwWaterPipeStraight,blocks,Block,,,Water Pipe (Straight),
wotwWaterPipeValve,blocks,Block,,,Water Sprinkler (Source),
wotwWaterPipeCorner,blocks,Block,,,Water Pipe (Corner),
wotwWaterPipeJoint,blocks,Block,,,Water Pipe (Joint),
wotwWaterPipeCap,blocks,Block,,,Water Pipe (Cap)(Source),
wotwWaterPipeFlange,blocks,Block,,,Water Pipe (Flange),
wotwWaterPipeBlockVariantHelper,blocks,Block,,,Water Pipe (Variants),
wotwWaterPipeBlockVariantHelperDesc,blocks,Block,,,"These pipes can transport water from a source block (Such as a river, or a block of water dumped by a bucket) to the source cap or valve.  Plants can feed off of the cap or valve blocks.  The rest of the blocks only transport the water",
wotwWaterBarrel,blocks,Block,,,Water Barrel,
wotwWaterBarrelDesc,blocks,Block,,,Water barrels are a water source block that plants within 5 blocks will be able to reach.  Note once barrels water dissapears it will downgrade to a empty block that will need to be replaced in order to keep your fertilized crops to continue to grow.,
wotwWaterBarrelEmpty,blocks,Block,,,Water Barrel (Empty),
wotwWaterBarrelEmptyDesc,blocks,Block,,,A empty water barrel that will need to be crafted into a full water barrel.,
wotwPlantedFertCropsGroupDesc,blocks,Block,,,Fertilized seeds are planted the same as non fertilized but do not need to be replanted after harvest.  But fertilized crops require a water source within 5 blocks in order to be able to grow.,
wotwPlantedNLFertCropsGroupDesc,blocks,Block,,,No-Light (NL) fertilized seeds are planted the same as non fertilized but do not need to be replanted after harvest and also do not require daylight to grow.  But fertilized crops require a water source within 5 blocks in order to be able to grow.,
wotwPlantedNLCropsGroupDesc,blocks,Block,,,No-Light (NL) seeds can be planted anywhere and doesn't require daylight to grow.  Great for making underground farms.,
palletCans,blocks,Block,,,Pallet of Cans,
decoWineBottle,blocks,Block,,,Bottles,
decoWineBottleDesc,blocks,Block,,,Wine Bottle,
decoWineBottleCorner,blocks,Block,,,Bottles,
decoWineBottleCornerDesc,blocks,Block,,,Wine Bottle Corner,
decoWineBottleShelfRow,blocks,Block,,,Bottles,
decoWineBottleShelfRowDesc,blocks,Block,,,Wine Bottle Shelf Row,
decoWineBottlePile01,blocks,Block,,,Bottles,
decoWineBottlePile01Desc,blocks,Block,,,Wine Bottle Pile 01,
decoWineBottlePile02,blocks,Block,,,Bottles,
decoWineBottlePile02Desc,blocks,Block,,,Wine Bottle Pile 02,
wineBarrel,blocks,Block,,,Barrel,
wineBarrelDesc,blocks,Block,,,,
wineBarrelSet,blocks,Block,,,Barrels,
wineBarrelSetDesc,blocks,Block,,,Wine Barrel Set,
wineBarrelPlain,blocks,Block,,,Barrels,
wineBarrelPlainDesc,blocks,Block,,,"Wine Barrel, Plain",
cntStoreElectronicsPalletTvFallen,blocks,Block,,,Electronics Pallet,
cntStoreElectronicsPalletTvFallenDesc,blocks,Block,,,Electronics Store Pallet TV Fallen,
cntStoreElectronicsPalletTvStanding,blocks,Block,,,Electronics Pallet,
cntStoreElectronicsPalletTvStandingDesc,blocks,Block,,,Electronics Store Pallet TV Standing,
palletBrownBoxesBase,blocks,Block,,,Brown Boxes,
palletBrownBoxesBaseDesc,blocks,Block,,,"Pallet, Brown Boxes, Base",
palletBrownBoxesTile,blocks,Block,,,Brown Boxes,
palletBrownBoxesTileDesc,blocks,Block,,,"Pallet, Brown Boxes, Tile",
palletBrownBoxesTop,blocks,Block,,,Brown Boxes,
palletBrownBoxesTopDesc,blocks,Block,,,"Pallet, Brown Boxes, Top",
palletBrownBoxesLoose,blocks,Block,,,Brown Boxes,
palletBrownBoxesLooseDesc,blocks,Block,,,"Pallet, Brown Boxes, Loose",
palletCompressedCardboard,blocks,Block,,,Cardboard Pallet,
palletCompressedCardboardDesc,blocks,Block,,,"Pallet, Compressed Cardboard",
doorPrison,blocks,Block,,,Prison Doors,
doorPrison3x3Centered,blocks,Block,,,Prison Door 3 X 3 (Centered),
doorPrison3x3,blocks,Block,,,Prison Door 3 X 3,
doorPrison2x2Centered,blocks,Block,,,Prison Door 2 X 2 (Centered),
doorPrison2x2,blocks,Block,,,Prison Door 2 X 2,
doorPrison1x2Centered,blocks,Block,,,Prison Door 1 X 2 (Centered),
doorPrison1x2,blocks,Block,,,Prison Door 1 X 2,

jailDoorWhitePlayer,blocks,Block,,,Jail Door (White),
jailDoorBrownPlayer,blocks,Block,,,Jail Door (Brown),
jailDoorYellowPlayer,blocks,Block,,,Jail Door (Yellow),
jailDoorGreenPlayer,blocks,Block,,,Jail Door (Green),
jailDoorBluePlayer,blocks,Block,,,Jail Door (Blue),
jailDoorGreyPlayer,blocks,Block,,,Jail Door (Grey),
jailDoorPlayerBlockVariantHelper,blocks,Block,,,Jail Doors,
jailDoorDoubleWhitePlayer,blocks,Block,,,Jail Double Door (White),
jailDoorDoubleBrownPlayer,blocks,Block,,,Jail Double Door (Brown),
jailDoorDoubleYellowPlayer,blocks,Block,,,Jail Double Door (Yellow),
jailDoorDoubleGreenPlayer,blocks,Block,,,Jail Double Door (Green),
jailDoorDoubleBluePlayer,blocks,Block,,,Jail Double Door (Blue),
jailDoorDoubleGreyPlayer,blocks,Block,,,Jail Double Door (Grey),
jailDoorDoublePlayerBlockVariantHelper,blocks,Block,,,Jail Double Doors,
secureDoorWoodenPlayer,blocks,Block,,,Wooden Door,
secureDoorWoodenDoublePlayer,blocks,Block,,,Wooden Double Door,
ironDoorWhitePlayer,blocks,Block,,,Iron Door (White),
ironDoorBrownPlayer,blocks,Block,,,Iron Door (Brown),
ironDoorRedPlayer,blocks,Block,,,Iron Door (Red),
ironDoorOrangePlayer,blocks,Block,,,Iron Door (Orange),
ironDoorYellowPlayer,blocks,Block,,,Iron Door (Yellow),
ironDoorGreenPlayer,blocks,Block,,,Iron Door (Green),
ironDoorBluePlayer,blocks,Block,,,Iron Door (Blue),
ironDoorPurplePlayer,blocks,Block,,,Iron Door (Purple),
ironDoorGreyPlayer,blocks,Block,,,Iron Door (Grey),
ironDoorBlackPlayer,blocks,Block,,,Iron Door (Black),
ironDoorPinkPlayer,blocks,Block,,,Iron Door (Pink),
ironDoorArmyGreenPlayer,blocks,Block,,,Iron Door (Army Green),
ironDoorPlayerBlockVariantHelper,blocks,Block,,,Iron Doors,
ironDoorDoubleWhitePlayer,blocks,Block,,,Iron Double Door (White),
ironDoorDoubleBrownPlayer,blocks,Block,,,Iron Double Door (Brown),
ironDoorDoubleRedPlayer,blocks,Block,,,Iron Double Door (Red),
ironDoorDoubleOrangePlayer,blocks,Block,,,Iron Double Door (Orange),
ironDoorDoubleYellowPlayer,blocks,Block,,,Iron Double Door (Yellow),
ironDoorDoubleGreenPlayer,blocks,Block,,,Iron Double Door (Green),
ironDoorDoubleBluePlayer,blocks,Block,,,Iron Double Door (Blue),
ironDoorDoublePurplePlayer,blocks,Block,,,Iron Double Door (Purple),
ironDoorDoubleGreyPlayer,blocks,Block,,,Iron Double Door (Grey),
ironDoorDoubleBlackPlayer,blocks,Block,,,Iron Double Door (Black),
ironDoorDoublePinkPlayer,blocks,Block,,,Iron Double Door (Pink),
ironDoorDoubleArmyGreenPlayer,blocks,Block,,,Iron Double Door (Army Green),
ironDoorDoublePlayerBlockVariantHelper,blocks,Block,,,Iron Double Doors,
vaultDoor01Player,blocks,Block,,,Vault Door,
vaultDoor01Player_Powered,blocks,Block,,,Vault Door (Powered),
vaultDoor01DoublePlayer,blocks,Block,,,Vault Double Door,
vaultDoor01PlayerDouble_Powered,blocks,Block,,,Vault Double Door (Powered),
exteriorHouseDoorWhitePlayer,blocks,Block,,,House Exterior Door (White),
exteriorHouseDoorBrownPlayer,blocks,Block,,,House Exterior Door (Brown),
exteriorHouseDoorRedPlayer,blocks,Block,,,House Exterior Door (Red),
exteriorHouseDoorOrangePlayer,blocks,Block,,,House Exterior Door (Orange),
exteriorHouseDoorYellowPlayer,blocks,Block,,,House Exterior Door (Yellow),
exteriorHouseDoorGreenPlayer,blocks,Block,,,House Exterior Door (Green),
exteriorHouseDoorBluePlayer,blocks,Block,,,House Exterior Door (Blue),
exteriorHouseDoorPurplePlayer,blocks,Block,,,House Exterior Door (Purple),
exteriorHouseDoorGreyPlayer,blocks,Block,,,House Exterior Door (Grey),
exteriorHouseDoorPinkPlayer,blocks,Block,,,House Exterior Door (Pink),
exteriorHouseDoorOakPlayer,blocks,Block,,,House Exterior Door (Oak),
exteriorHouseDoorPlayerBlockVariantHelper,blocks,Block,,,House Exterior Doors,
exteriorHouseDoorDoubleWhitePlayer,blocks,Block,,,House Exterior Double Door (White),
exteriorHouseDoorDoubleBrownPlayer,blocks,Block,,,House Exterior Double Door (Brown),
exteriorHouseDoorDoubleRedPlayer,blocks,Block,,,House Exterior Double Door (Red),
exteriorHouseDoorDoubleOrangePlayer,blocks,Block,,,House Exterior Double Door (Orange),
exteriorHouseDoorDoubleYellowPlayer,blocks,Block,,,House Exterior Double Door (Yellow),
exteriorHouseDoorDoubleGreenPlayer,blocks,Block,,,House Exterior Double Door (Green),
exteriorHouseDoorDoubleBluePlayer,blocks,Block,,,House Exterior Double Door (Blue),
exteriorHouseDoorDoublePurplePlayer,blocks,Block,,,House Exterior Double Door (Purple),
exteriorHouseDoorDoubleGreyPlayer,blocks,Block,,,House Exterior Double Door (Grey),
exteriorHouseDoorDoublePinkPlayer,blocks,Block,,,House Exterior Double Door (Pink),
exteriorHouseDoorDoubleOakPlayer,blocks,Block,,,House Exterior Double Door (Oak),
exteriorHouseDoorDoublePlayerBlockVariantHelper,blocks,Block,,,House Exterior Double Doors,
exteriorHouseDoorSideLightSingleWhitePlayer,blocks,Block,,,House Exterior Door w/Light (White),
exteriorHouseDoorSideLightSingleBrownPlayer,blocks,Block,,,House Exterior Door w/Light (Brown),
exteriorHouseDoorSideLightSingleRedPlayer,blocks,Block,,,House Exterior Door w/Light (Red),
exteriorHouseDoorSideLightSingleOrangePlayer,blocks,Block,,,House Exterior Door w/Light (Orange),
exteriorHouseDoorSideLightSingleYellowPlayer,blocks,Block,,,House Exterior Door w/Light (Yellow),
exteriorHouseDoorSideLightSingleGreenPlayer,blocks,Block,,,House Exterior Door w/Light (Green),
exteriorHouseDoorSideLightSingleBluePlayer,blocks,Block,,,House Exterior Door w/Light (Blue),
exteriorHouseDoorSideLightSinglePurplePlayer,blocks,Block,,,House Exterior Door w/Light (Purple),
exteriorHouseDoorSideLightSingleGreyPlayer,blocks,Block,,,House Exterior Door w/Light (Grey),
exteriorHouseDoorSideLightSinglePinkPlayer,blocks,Block,,,House Exterior Door w/Light (Pink),
exteriorHouseDoorSideLightSingleOakPlayer,blocks,Block,,,House Exterior Door w/Light (Oak),
exteriorHouseDoorSideLightSinglePlayerBlockVariantHelper,blocks,Block,,,House Exterior Doors w/Light,
exteriorHouseDoorSideLightWhitePlayer,blocks,Block,,,House Exterior Double Door w/Light (White),
exteriorHouseDoorSideLightBrownPlayer,blocks,Block,,,House Exterior Double Door w/Light (Brown),
exteriorHouseDoorSideLightRedPlayer,blocks,Block,,,House Exterior Double Door w/Light (Red),
exteriorHouseDoorSideLightOrangePlayer,blocks,Block,,,House Exterior Double Door w/Light (Orange),
exteriorHouseDoorSideLightYellowPlayer,blocks,Block,,,House Exterior Double Door w/Light (Yellow),
exteriorHouseDoorSideLightGreenPlayer,blocks,Block,,,House Exterior Double Door w/Light (Green),
exteriorHouseDoorSideLightBluePlayer,blocks,Block,,,House Exterior Double Door w/Light (Blue),
exteriorHouseDoorSideLightPurplePlayer,blocks,Block,,,House Exterior Double Door w/Light (Purple),
exteriorHouseDoorSideLightGreyPlayer,blocks,Block,,,House Exterior Double Door w/Light (Grey),
exteriorHouseDoorSideLightPinkPlayer,blocks,Block,,,House Exterior Double Door w/Light (Pink),
exteriorHouseDoorSideLightOakPlayer,blocks,Block,,,House Exterior Double Door w/Light (Oak),
exteriorHouseDoorSideLightPlayerBlockVariantHelper,blocks,Block,,,House Exterior Double Doors w/Light,
exteriorHouseDoorOldWhitePlayer,blocks,Block,,,House Exterior Old Door (White),
exteriorHouseDoorOldBrownPlayer,blocks,Block,,,House Exterior Old Door (Brown),
exteriorHouseDoorOldRedPlayer,blocks,Block,,,House Exterior Old Door (Red),
exteriorHouseDoorOldOrangePlayer,blocks,Block,,,House Exterior Old Door (Orange),
exteriorHouseDoorOldYellowPlayer,blocks,Block,,,House Exterior Old Door (Yellow),
exteriorHouseDoorOldGreenPlayer,blocks,Block,,,House Exterior Old Door (Green),
exteriorHouseDoorOldBluePlayer,blocks,Block,,,House Exterior Old Door (Blue),
exteriorHouseDoorOldPurplePlayer,blocks,Block,,,House Exterior Old Door (Purple),
exteriorHouseDoorOldGreyPlayer,blocks,Block,,,House Exterior Old Door (Grey),
exteriorHouseDoorOldPinkPlayer,blocks,Block,,,House Exterior Old Door (Pink),
exteriorHouseDoorOldOakPlayer,blocks,Block,,,House Exterior Old Door (Oak),
exteriorHouseDoorOldPlayerBlockVariantHelper,blocks,Block,,,House Exterior Old Doors,
exteriorHouseDoorDoubleOldWhitePlayer,blocks,Block,,,House Exterior Old Double Door (White),
exteriorHouseDoorDoubleOldBrownPlayer,blocks,Block,,,House Exterior Old Double Door (Brown),
exteriorHouseDoorDoubleOldRedPlayer,blocks,Block,,,House Exterior Old Double Door (Red),
